"Mod 02",,"UNICENTRO CALI",2012,CALD30000468AS3,
"Mod 08",,"UNICENTRO CALI",2012,CALD3000468AS10,
"Mod 06",,"UNICENTRO CALI",2012,RCALD300468AS06,
MOD-07,,POPAYAN,2012,POPD3000031AS07,
"Modulo 10",,"CENTRO CALI",2012,CALD3000029AS10,
"Modulo 02",,"CENTRO CALI",2012,CALD3000029AS2,
"Modulo 04",,"CENTRO CALI",2012,CALD3000029AS4,
"Modulo 05",,"CENTRO CALI",2012,CALD300029AS5,
"Modulo 09",,"CENTRO CALI",2012,CALD3000029AS9,
"Modulo 07",,"CENTRO CALI",2012,CALD3000029AS7,
"Linea 1",,CACIQUE,0,BUCL1002033TM10,
"Linea 1 -2",,CACIQUE,0,BUCL1002033AD01,
"VENTAS 2",,CANAVERAL,2012,BUCD4000024AS10,
"VENTAS 1",,CANAVERAL,2012,BUCD4000024VE02,
"Linea 1 -2",,MEGAMALL,2012,BUCL4000464AS05,
MOD-09,,CENTRO,2012,BUCD4000506VE07,
CAJA,,POPAYAN,2012,RPOPD300031CA02,
SANL4000498T02,,"SAN GIL",2012,SANL4000498T02,
SAND4000498A02,,"SAN GIL",2012,SAND4000498A02,
SANL4000498T01,,"SAN GIL",2012,SANL4000498T01,
"MOD 08",,UNICO,0,10.72.28.97,
"MOD 10",,UNICO,0,10.72.28.172,
BARRANC-04,,BARRANCABERMEJA,2012,RBARD400444AS05,
BUGA-02,"BUGD3000511AS03  10.72.38.18",BUGA,2012,BUGD3000511AS03,
Orientador,10.72.38.22,BUGA,2012,BUGD3000511ASE4,
"BUGA- Administrador",10.72.38.29,BUGA,2012,BUGL30000511AD2,
BUGA-03,10.72.38.41,BUGA,2012,RBUGD300511AS06,
"BUGA - Coordinador",10.72.38.43,BUGA,2012,RBUGD300511CO01,
PASTO-14,,PASTO,0,PASD3000034AS14,
PASTO-16,,PASTO,2012,RPASD300034AS16,
PASTO-COORDINADOR,,PASTO,0,PASD3000034CO01,
PASTO-BODEGA,,PASTO,0,PASD3000034BO01,
COORDINADOR,,CABECERA,0,BUCD4000023CO1,
ADMINISTRADORA,,CABECERA,0,BUCDLJMARTINEZ,
"GENIUS BAR",,CABECERA,0,BUCD4000023VE03,
BODEGA,,CABECERA,0,RBUCD400023AS06,
COORDINADOR,,CUCUTA,2012,CUCD4000025CO02,
MOD-11,CALD300026AS03,"CALI NORTE",0,CALD300026AS03,
"GENIUS BAR",,"CALI NORTE",2012,RCALD300026AS12,
ADMINISTRADOR,,"CALI NORTE",0,RCALD300026AD01,
MOD-13,,"CALI NORTE",2012,CALD300026AD01,
VENTAS-01,,"CALI NORTE",0,RCALD300026AS13,
VENTAS-02,,"CALI NORTE",2012,RCALD300026D601,
MOD-07,,TUNJA,0,TUND4000042CO01,
MOD-08,,TUNJA,0,TUNDOGONZALEZ,
ADMINISTRADOR,,TUNJA,0,TUND4000042AD02,
BODEGA,,TUNJA,0,TUND4000042BO01,
ADMINISTRADOR,,BARRANCABERMEJA,2012,10.77.8.26,
